# AeroScout
parameter,independent_variables,3
alpha[deg],beta[deg],elevator[deg],Cx,Cy,Cz,Cl,Cm,Cn
-13.333333333333,0.0,-5.0,-0.001233493513,0.0,0.073830842324,-0.0,0.183479168537,-0.0
-13.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-13.333333333333,0.0,5.0,-0.007485540337,-0.0,-0.072524490803,-0.0,-0.180038773007,-0.0
-13.333333333333,0.0,10.0,-0.019117003879,0.0,-0.143949153688,-0.0,-0.357202512837,0.0
-13.333333333333,0.0,15.0,-0.033470187769,0.0,-0.206900780476,-0.0,-0.513178451941,-0.0
-13.333333333333,0.0,20.0,-0.04935254117,0.0,-0.261672240712,-0.0,-0.648745394199,-0.0
-13.333333333333,5.0,-20.0,-0.026604198256,0.002366787841,0.275070423512,-0.00108797656,0.684244877827,-0.000920912427
-13.333333333333,5.0,-15.0,-0.015714070009,0.001842282949,0.215223557894,-0.00085197744,0.535265969132,-0.000716782293
-13.333333333333,5.0,-10.0,-0.006897412893,0.001255993508,0.147989883693,-0.000586677179,0.367965206224,-0.000488475351
-13.333333333333,5.0,-5.0,-0.001334670857,0.000614855597,0.073610488877,-0.000292433396,0.182975202422,-0.000238873312
-13.333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-13.333333333333,5.0,5.0,-0.007390514799,-0.000791796215,-0.072305744516,0.000290660804,-0.179534062565,0.000312580805
-13.333333333333,5.0,10.0,-0.018923122421,-0.001549108365,-0.14350859342,0.000580925343,-0.356199427957,0.000610452315
-13.333333333333,5.0,15.0,-0.033181824915,-0.00220315181,-0.206254836697,0.0008406992,-0.511707940142,0.000866764297
-13.333333333333,5.0,20.0,-0.048999782552,-0.002785207917,-0.260840309608,0.001070238613,-0.646849355404,0.001095172515
-13.333333333333,10.0,-20.0,-0.02735142408,0.005082691608,0.272819044062,-0.002187089488,0.679060850321,-0.001971466153
-13.333333333333,10.0,-15.0,-0.016294921112,0.003955252783,0.21344581455,-0.001712181616,0.53117633217,-0.001532677658
-13.333333333333,10.0,-10.0,-0.007292789583,0.002697161668,0.146755829283,-0.001178672647,0.365129147783,-0.001043709747
-13.333333333333,10.0,-5.0,-0.001528777732,0.001321756268,0.072989875667,-0.000587356743,0.181550235869,-0.000510379172
-13.333333333333,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-13.333333333333,10.0,5.0,-0.007203270837,-0.001671398527,-0.071690288097,0.000582343632,-0.178098458801,0.000654782657
-13.333333333333,10.0,10.0,-0.018547466529,-0.003289041582,-0.142267219541,0.00116361773,-0.353360339656,0.001285736995
-13.333333333333,10.0,15.0,-0.032577040044,-0.00467626457,-0.204440295305,0.001683552261,-0.507566362287,0.001823167709
-13.333333333333,10.0,20.0,-0.04824436926,-0.005902021719,-0.258504386313,0.002142744558,-0.64151472881,0.002297507894
-13.333333333333,15.0,-20.0,-0.028540488812,0.00831794165,0.269127644493,-0.003200580187,0.67040179872,-0.003292267226
-13.333333333333,15.0,-15.0,-0.017234149976,0.006464514029,0.210521694843,-0.002504348636,0.524305352541,-0.002553380308
-13.333333333333,15.0,-10.0,-0.007942868105,0.004396638943,0.144724627833,-0.001723089364,0.360336430879,-0.001731766345
-13.333333333333,15.0,-5.0,-0.001855181321,0.002153217071,0.071967013011,-0.000858178014,0.179096912718,-0.000845207852
-13.333333333333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-13.333333333333,15.0,5.0,-0.006904695878,-0.002661114775,-0.07067633909,0.000849641496,-0.175779719295,0.001053299832
-13.333333333333,15.0,10.0,-0.017952814892,-0.005241737822,-0.140211660174,0.00169702688,-0.348694805457,0.002068187879
